panelid,panelwave,year,id,wt_pooled,wt_pooled_insc,wt_no_pooling,wt_no_pooling_insc,wt_shrunken,wt_shrunken_insc
20101346,2,2012,11012,.7346141,.6464534,.6733255,.6013494,.7204421,.6364317
20101346,3,2014,10848,.7346141,.6464534,.6733255,.6013494,.7204421,.6364317
20101348,1,2010,1348,2.068938,2.020402,1.867625,1.877534,2.020971,1.987987
20101348,2,2012,11013,2.068938,2.020402,1.867625,1.877534,2.020971,1.987987
20101348,3,2014,10849,2.068938,2.020402,1.867625,1.877534,2.020971,1.987987
20101349,1,2010,1349,1.246687,1.152423,1.208862,1.096976,1.241434,1.141463
20101349,2,2012,11014,1.246687,1.152423,1.208862,1.096976,1.241434,1.141463
20101349,3,2014,10850,1.246687,1.152423,1.208862,1.096976,1.241434,1.141463
20101350,1,2010,1350,.5676718,.5323954,.497014,.4674869,.5505748,.5167352
20101350,2,2012,11015,.5676718,.5323954,.497014,.4674869,.5505748,.5167352
20101350,3,2014,10851,.5676718,.5323954,.497014,.4674869,.5505748,.5167352
20101351,1,2010,1351,2.764605,2.725175,2.974623,2.893263,2.833305,2.780851
20101351,2,2012,11016,2.764605,2.725175,2.974623,2.893263,2.833305,2.780851
20101351,3,2014,10852,2.764605,2.725175,2.974623,2.893263,2.833305,2.780851
20101355,1,2010,1355,3.939605,3.721728,3.371365,3.185101,3.768625,3.562275
20101355,2,2012,11017,3.939605,3.721728,3.371365,3.185101,3.768625,3.562275
20101355,3,2014,10853,3.939605,3.721728,3.371365,3.185101,3.768625,3.562275
20101357,1,2010,1357,1.240166,1.20072,1.199454,1.151707,1.234711,1.192663
20101357,2,2012,11019,1.240166,1.20072,1.199454,1.151707,1.234711,1.192663
20101357,3,2014,10854,1.240166,1.20072,1.199454,1.151707,1.234711,1.192663
20101358,1,2010,1358,2.746263,2.379664,2.551478,2.183844,2.710298,2.338477
20101358,2,2012,11020,2.746263,2.379664,2.551478,2.183844,2.710298,2.338477
20101358,3,2014,10855,2.746263,2.379664,2.551478,2.183844,2.710298,2.338477
20101359,1,2010,1359,3.185572,2.66207,4.081058,3.24068,3.372077,2.795429
20101359,2,2012,11021,3.185572,2.66207,4.081058,3.24068,3.372077,2.795429
20101359,3,2014,10856,3.185572,2.66207,4.081058,3.24068,3.372077,2.795429
20101360,1,2010,1360,1.462677,1.344422,1.173553,1.081401,1.37922,1.268615
20101360,2,2012,11022,1.462677,1.344422,1.173553,1.081401,1.37922,1.268615
20101360,3,2014,10857,1.462677,1.344422,1.173553,1.081401,1.37922,1.268615
20101361,1,2010,1361,1.063287,1.035179,.8925846,.8697354,1.014999,.9875144
20101361,2,2012,11023,1.063287,1.035179,.8925846,.8697354,1.014999,.9875144
20101361,3,2014,10858,1.063287,1.035179,.8925846,.8697354,1.014999,.9875144
20101362,1,2010,1362,1.146446,1.108653,.9834427,.9663936,1.10876,1.075537
20101362,2,2012,11024,1.146446,1.108653,.9834427,.9663936,1.10876,1.075537
20101362,3,2014,10859,1.146446,1.108653,.9834427,.9663936,1.10876,1.075537
20101365,1,2010,1365,1.27359,1.08546,1.439907,1.151883,1.318474,1.106008
20101365,2,2012,11027,1.27359,1.08546,1.439907,1.151883,1.318474,1.106008
20101365,3,2014,10860,1.27359,1.08546,1.439907,1.151883,1.318474,1.106008
20101367,1,2010,1367,2.098517,2.042855,1.996071,1.94228,2.077248,2.020492
20101367,2,2012,11028,2.098517,2.042855,1.996071,1.94228,2.077248,2.020492
20101367,3,2014,10861,2.098517,2.042855,1.996071,1.94228,2.077248,2.020492
20101369,1,2010,1369,3.291494,3.159777,3.1183,2.980556,3.258066,3.123106
20101369,2,2012,11029,3.291494,3.159777,3.1183,2.980556,3.258066,3.123106
20101369,3,2014,10862,3.291494,3.159777,3.1183,2.980556,3.258066,3.123106
20101370,1,2010,1370,1.912195,1.843356,1.786285,1.701193,1.884648,1.810412
20101370,2,2012,11030,1.912195,1.843356,1.786285,1.701193,1.884648,1.810412
20101370,3,2014,10863,1.912195,1.843356,1.786285,1.701193,1.884648,1.810412
20101374,1,2010,1374,1.987549,1.944797,1.915356,1.860253,1.976439,1.929232
20101374,2,2012,11031,1.987549,1.944797,1.915356,1.860253,1.976439,1.929232
20101374,3,2014,10864,1.987549,1.944797,1.915356,1.860253,1.976439,1.929232
20101378,1,2010,1378,8.300147,5.329814,9.4669,6.104595,8.553695,5.500743
20101378,2,2012,11035,8.300147,5.329814,9.4669,6.104595,8.553695,5.500743
20101378,3,2014,10865,8.300147,5.329814,9.4669,6.104595,8.553695,5.500743
20101380,1,2010,1380,3.478646,3.21551,2.881291,2.759919,3.308018,3.088919
20101380,2,2012,11037,3.478646,3.21551,2.881291,2.759919,3.308018,3.088919
20101380,3,2014,10866,3.478646,3.21551,2.881291,2.759919,3.308018,3.088919
20101381,1,2010,1381,3.532513,3.369014,3.201297,3.105456,3.454338,3.308085
20101381,2,2012,11038,3.532513,3.369014,3.201297,3.105456,3.454338,3.308085
20101381,3,2014,10867,3.532513,3.369014,3.201297,3.105456,3.454338,3.308085
20101382,1,2010,1382,4.554801,4.099566,4.115096,3.921241,4.451872,4.06619
20101382,2,2012,11039,4.554801,4.099566,4.115096,3.921241,4.451872,4.06619
20101382,3,2014,10868,4.554801,4.099566,4.115096,3.921241,4.451872,4.06619
20101383,1,2010,1383,1.927794,1.871441,1.94864,1.873687,1.940485,1.878241
20101383,2,2012,11040,1.927794,1.871441,1.94864,1.873687,1.940485,1.878241
20101383,3,2014,10869,1.927794,1.871441,1.94864,1.873687,1.940485,1.878241
20101384,1,2010,1384,.8017068,.7823925,.8471895,.85858,.8151327,.8022573
20101384,2,2012,11041,.8017068,.7823925,.8471895,.85858,.8151327,.8022573
20101384,3,2014,10870,.8017068,.7823925,.8471895,.85858,.8151327,.8022573
20101385,1,2010,1385,1.525931,1.439228,1.471399,1.399018,1.517382,1.433559
20101385,2,2012,11042,1.525931,1.439228,1.471399,1.399018,1.517382,1.433559
20101385,3,2014,10871,1.525931,1.439228,1.471399,1.399018,1.517382,1.433559
20101386,1,2010,1386,1.052428,.8525529,1.317686,1.038699,1.115149,.8982293
20101386,2,2012,11043,1.052428,.8525529,1.317686,1.038699,1.115149,.8982293
20101386,3,2014,10872,1.052428,.8525529,1.317686,1.038699,1.115149,.8982293
20101390,1,2010,1390,.8491713,.7496868,.7816333,.7020563,.8350372,.739909
20101390,2,2012,11044,.8491713,.7496868,.7816333,.7020563,.8350372,.739909
20101390,3,2014,10873,.8491713,.7496868,.7816333,.7020563,.8350372,.739909
20101393,1,2010,1393,.7534995,.7406036,.8513213,.835634,.7783282,.7642682
20101393,2,2012,11045,.7534995,.7406036,.8513213,.835634,.7783282,.7642682
20101393,3,2014,10874,.7534995,.7406036,.8513213,.835634,.7783282,.7642682
20101394,1,2010,1394,1.603645,1.532333,1.503887,1.438308,1.582899,1.511874
20101394,2,2012,11046,1.603645,1.532333,1.503887,1.438308,1.582899,1.511874
20101394,3,2014,10875,1.603645,1.532333,1.503887,1.438308,1.582899,1.511874
20101395,1,2010,1395,4.834751,4.185804,4.287194,3.68444,4.693476,4.050483
20101395,2,2012,11047,4.834751,4.185804,4.287194,3.68444,4.693476,4.050483
20101395,3,2014,10876,4.834751,4.185804,4.287194,3.68444,4.693476,4.050483
20101397,1,2010,1397,1.519142,1.431162,1.501572,1.438841,1.520422,1.437457
20101397,2,2012,11048,1.519142,1.431162,1.501572,1.438841,1.520422,1.437457
20101397,3,2014,10877,1.519142,1.431162,1.501572,1.438841,1.520422,1.437457
20101402,1,2010,1402,1.064556,.8733106,1.272731,1.009969,1.116014,.9088232
20101402,2,2012,11052,1.064556,.8733106,1.272731,1.009969,1.116014,.9088232
20101402,3,2014,10878,1.064556,.8733106,1.272731,1.009969,1.116014,.9088232
20101404,1,2010,1404,2.667427,2.594183,3.229718,3.086373,2.814132,2.721859
20101404,2,2012,11054,2.667427,2.594183,3.229718,3.086373,2.814132,2.721859
20101404,3,2014,10879,2.667427,2.594183,3.229718,3.086373,2.814132,2.721859
20101406,1,2010,1406,.7526997,.7199191,.7466372,.6922636,.7539907,.7149477
20101406,2,2012,11055,.7526997,.7199191,.7466372,.6922636,.7539907,.7149477
20101406,3,2014,10880,.7526997,.7199191,.7466372,.6922636,.7539907,.7149477
20101407,1,2010,1407,.9675226,.9216122,1.017965,.9391564,.983746,.9290941
20101407,2,2012,11056,.9675226,.9216122,1.017965,.9391564,.983746,.9290941
20101407,3,2014,10881,.9675226,.9216122,1.017965,.9391564,.983746,.9290941
20101408,1,2010,1408,1.449093,1.401056,1.513291,1.460276,1.470062,1.41967
20101408,2,2012,11057,1.449093,1.401056,1.513291,1.460276,1.470062,1.41967
20101408,3,2014,10882,1.449093,1.401056,1.513291,1.460276,1.470062,1.41967
20101410,1,2010,1410,1.353283,1.314269,1.309897,1.262186,1.346408,1.304107
20101410,2,2012,11059,1.353283,1.314269,1.309897,1.262186,1.346408,1.304107
20101410,3,2014,10883,1.353283,1.314269,1.309897,1.262186,1.346408,1.304107
20101411,1,2010,1411,.6889538,.6419679,.6708274,.6445712,.6863039,.6449692
20101411,2,2012,11060,.6889538,.6419679,.6708274,.6445712,.6863039,.6449692
20101411,3,2014,10884,.6889538,.6419679,.6708274,.6445712,.6863039,.6449692
20101413,1,2010,1413,.7563792,.6991541,.7123777,.6682028,.7474365,.6933849
20101413,2,2012,11061,.7563792,.6991541,.7123777,.6682028,.7474365,.6933849
20101413,3,2014,10885,.7563792,.6991541,.7123777,.6682028,.7474365,.6933849
20101414,1,2010,1414,1.383083,1.314133,1.30479,1.254715,1.368707,1.303768
20101414,2,2012,11062,1.383083,1.314133,1.30479,1.254715,1.368707,1.303768
20101414,3,2014,10886,1.383083,1.314133,1.30479,1.254715,1.368707,1.303768
20101415,1,2010,1415,1.256356,1.218502,1.260039,1.22624,1.262108,1.224492
20101415,2,2012,11063,1.256356,1.218502,1.260039,1.22624,1.262108,1.224492
20101415,3,2014,10887,1.256356,1.218502,1.260039,1.22624,1.262108,1.224492
20101416,1,2010,1416,.6845049,.6551353,.6551283,.6334495,.6790534,.6514543
20101416,2,2012,11064,.6845049,.6551353,.6551283,.6334495,.6790534,.6514543
20101416,3,2014,10888,.6845049,.6551353,.6551283,.6334495,.6790534,.6514543
20101417,1,2010,1417,.7329687,.687843,.7447354,.7151973,.7389914,.6972392
20101417,2,2012,11065,.7329687,.687843,.7447354,.7151973,.7389914,.6972392
20101417,3,2014,10889,.7329687,.687843,.7447354,.7151973,.7389914,.6972392
20101418,1,2010,1418,1.325474,1.298528,1.405999,1.340398,1.348717,1.312201
20101418,2,2012,11066,1.325474,1.298528,1.405999,1.340398,1.348717,1.312201
20101418,3,2014,10890,1.325474,1.298528,1.405999,1.340398,1.348717,1.312201
20101420,1,2010,1420,1.284192,1.248124,1.279188,1.232439,1.287862,1.248086
20101420,2,2012,11067,1.284192,1.248124,1.279188,1.232439,1.287862,1.248086
20101420,3,2014,10891,1.284192,1.248124,1.279188,1.232439,1.287862,1.248086
20101421,1,2010,1421,1.311002,1.272924,1.280221,1.246112,1.30763,1.269858
20101421,2,2012,11068,1.311002,1.272924,1.280221,1.246112,1.30763,1.269858
20101421,3,2014,10892,1.311002,1.272924,1.280221,1.246112,1.30763,1.269858
20101422,1,2010,1422,.7376991,.6622731,.696804,.6391513,.7301205,.6586695
20101422,2,2012,11069,.7376991,.6622731,.696804,.6391513,.7301205,.6586695
20101422,3,2014,10893,.7376991,.6622731,.696804,.6391513,.7301205,.6586695
20101423,1,2010,1423,.7803064,.7141117,.8214577,.6935665,.7953349,.7107955
20101423,2,2012,11070,.7803064,.7141117,.8214577,.6935665,.7953349,.7107955
20101423,3,2014,10894,.7803064,.7141117,.8214577,.6935665,.7953349,.7107955
20101424,1,2010,1424,1.384001,1.347473,1.397281,1.355102,1.392665,1.353848
20101424,2,2012,11071,1.384001,1.347473,1.397281,1.355102,1.392665,1.353848
20101424,3,2014,10895,1.384001,1.347473,1.397281,1.355102,1.392665,1.353848
20101425,1,2010,1425,1.320259,1.237757,1.419778,1.403927,1.349642,1.281576
20101425,2,2012,11072,1.320259,1.237757,1.419778,1.403927,1.349642,1.281576
20101425,3,2014,10896,1.320259,1.237757,1.419778,1.403927,1.349642,1.281576
20101426,1,2010,1426,2.632304,2.555574,2.604009,2.50751,2.634913,2.551384
20101426,2,2012,11073,2.632304,2.555574,2.604009,2.50751,2.634913,2.551384
20101426,3,2014,10897,2.632304,2.555574,2.604009,2.50751,2.634913,2.551384
20101428,1,2010,1428,1.301541,1.27669,1.235439,1.214118,1.288624,1.264112
20101428,2,2012,11075,1.301541,1.27669,1.235439,1.214118,1.288624,1.264112
20101428,3,2014,10898,1.301541,1.27669,1.235439,1.214118,1.288624,1.264112
20101429,1,2010,1429,1.376565,1.300423,1.327009,1.282702,1.368184,1.299988
20101429,2,2012,11076,1.376565,1.300423,1.327009,1.282702,1.368184,1.299988
20101429,3,2014,10899,1.376565,1.300423,1.327009,1.282702,1.368184,1.299988
20101430,1,2010,1430,.6535068,.6232197,.6350134,.6115227,.6509511,.6221387
20101430,2,2012,11077,.6535068,.6232197,.6350134,.6115227,.6509511,.6221387
20101430,3,2014,10900,.6535068,.6232197,.6350134,.6115227,.6509511,.6221387
20101431,1,2010,1431,1.344306,1.270296,1.349096,1.310242,1.350798,1.284765
20101431,2,2012,11078,1.344306,1.270296,1.349096,1.310242,1.350798,1.284765
20101431,3,2014,10901,1.344306,1.270296,1.349096,1.310242,1.350798,1.284765
20101432,1,2010,1432,1.397696,1.322049,1.337918,1.268234,1.387444,1.312603
20101432,2,2012,11079,1.397696,1.322049,1.337918,1.268234,1.387444,1.312603
20101432,3,2014,10902,1.397696,1.322049,1.337918,1.268234,1.387444,1.312603
20101434,1,2010,1434,1.710506,1.504147,1.688886,1.499458,1.711297,1.507967
20101434,2,2012,11081,1.710506,1.504147,1.688886,1.499458,1.711297,1.507967
20101434,3,2014,10903,1.710506,1.504147,1.688886,1.499458,1.711297,1.507967
20101435,1,2010,1435,1.378064,1.366257,1.293776,1.284963,1.361025,1.349454
20101435,2,2012,11082,1.378064,1.366257,1.293776,1.284963,1.361025,1.349454
20101435,3,2014,10904,1.378064,1.366257,1.293776,1.284963,1.361025,1.349454
20101437,1,2010,1437,1.350219,1.34181,1.282255,1.273395,1.337356,1.328284
20101437,2,2012,11084,1.350219,1.34181,1.282255,1.273395,1.337356,1.328284
20101437,3,2014,10905,1.350219,1.34181,1.282255,1.273395,1.337356,1.328284
20101438,1,2010,1438,.7426378,.6761377,.7311325,.6794156,.7424564,.6792545
20101438,2,2012,11085,.7426378,.6761377,.7311325,.6794156,.7424564,.6792545
20101438,3,2014,10906,.7426378,.6761377,.7311325,.6794156,.7424564,.6792545
20101439,1,2010,1439,1.013202,.8780497,.9477031,.8773949,.9991252,.8808092
20101439,2,2012,11086,1.013202,.8780497,.9477031,.8773949,.9991252,.8808092
20101439,3,2014,10907,1.013202,.8780497,.9477031,.8773949,.9991252,.8808092
20101442,1,2010,1442,3.218413,3.276195,3.519826,3.590059,3.309515,3.370257
20101442,2,2012,11087,3.218413,3.276195,3.519826,3.590059,3.309515,3.370257
20101442,3,2014,10908,3.218413,3.276195,3.519826,3.590059,3.309515,3.370257
20101445,1,2010,1445,1.117811,1.041115,1.069211,1.014565,1.108735,1.037498
20101445,2,2012,11088,1.117811,1.041115,1.069211,1.014565,1.108735,1.037498
20101445,3,2014,10909,1.117811,1.041115,1.069211,1.014565,1.108735,1.037498
20101448,1,2010,1448,1.061112,.9517112,1.394242,1.350278,1.121906,1.02313
20101448,2,2012,11091,1.061112,.9517112,1.394242,1.350278,1.121906,1.02313
20101448,3,2014,10910,1.061112,.9517112,1.394242,1.350278,1.121906,1.02313
20101451,1,2010,1451,2.634674,2.551414,2.330859,2.23934,2.562814,2.475582
20101451,2,2012,11092,2.634674,2.551414,2.330859,2.23934,2.562814,2.475582
20101451,3,2014,10911,2.634674,2.551414,2.330859,2.23934,2.562814,2.475582
20101454,1,2010,1454,1.552334,1.469106,1.356743,1.325109,1.502938,1.43377
20101454,2,2012,11093,1.552334,1.469106,1.356743,1.325109,1.502938,1.43377
20101454,3,2014,10912,1.552334,1.469106,1.356743,1.325109,1.502938,1.43377
20101457,1,2010,1457,.7570049,.7487457,.6897579,.697499,.7386613,.7356207
20101457,2,2012,11095,.7570049,.7487457,.6897579,.697499,.7386613,.7356207
20101457,3,2014,10913,.7570049,.7487457,.6897579,.697499,.7386613,.7356207
20101458,1,2010,1458,1.355751,1.275843,1.333744,1.261976,1.354945,1.276315
20101458,2,2012,11096,1.355751,1.275843,1.333744,1.261976,1.354945,1.276315
20101458,3,2014,10914,1.355751,1.275843,1.333744,1.261976,1.354945,1.276315
20101459,1,2010,1459,1.489282,1.441539,1.318442,1.297843,1.448318,1.407028
20101459,2,2012,11097,1.489282,1.441539,1.318442,1.297843,1.448318,1.407028
20101459,3,2014,10915,1.489282,1.441539,1.318442,1.297843,1.448318,1.407028
20101460,1,2010,1460,1.384191,1.357327,1.268431,1.262843,1.360396,1.338169
20101460,2,2012,11098,1.384191,1.357327,1.268431,1.262843,1.360396,1.338169
20101460,3,2014,10916,1.384191,1.357327,1.268431,1.262843,1.360396,1.338169
20101462,1,2010,1462,1.335404,1.324445,1.301051,1.309723,1.331547,1.325038
20101462,2,2012,11099,1.335404,1.324445,1.301051,1.309723,1.331547,1.325038
20101462,3,2014,10917,1.335404,1.324445,1.301051,1.309723,1.331547,1.325038
20101466,1,2010,1466,1.329273,1.265295,1.324033,1.297812,1.333039,1.278311
20101466,2,2012,11100,1.329273,1.265295,1.324033,1.297812,1.333039,1.278311
20101466,3,2014,10918,1.329273,1.265295,1.324033,1.297812,1.333039,1.278311
20101467,1,2010,1467,.6557035,.613539,.5906515,.5665515,.6406406,.6031247
20101467,2,2012,11101,.6557035,.613539,.5906515,.5665515,.6406406,.6031247
20101467,3,2014,10919,.6557035,.613539,.5906515,.5665515,.6406406,.6031247
20101468,1,2010,1468,.8160657,.7479259,.7444851,.7118725,.7996544,.7409821
20101468,2,2012,11102,.8160657,.7479259,.7444851,.7118725,.7996544,.7409821
20101468,3,2014,10920,.8160657,.7479259,.7444851,.7118725,.7996544,.7409821
20101470,1,2010,1470,1.479618,1.408164,1.378443,1.321705,1.456844,1.388505
20101470,2,2012,11103,1.479618,1.408164,1.378443,1.321705,1.456844,1.388505
20101470,3,2014,10921,1.479618,1.408164,1.378443,1.321705,1.456844,1.388505
20101471,1,2010,1471,1.58158,1.577306,1.79383,1.797542,1.640019,1.636033
20101471,2,2012,11104,1.58158,1.577306,1.79383,1.797542,1.640019,1.636033
20101471,3,2014,10922,1.58158,1.577306,1.79383,1.797542,1.640019,1.636033
20101472,1,2010,1472,1.448375,1.4399,1.403335,1.404734,1.442034,1.435523
20101472,2,2012,11105,1.448375,1.4399,1.403335,1.404734,1.442034,1.435523
20101472,3,2014,10923,1.448375,1.4399,1.403335,1.404734,1.442034,1.435523
20101473,1,2010,1473,.7393506,.721532,.6531056,.6294715,.716006,.696409
20101473,2,2012,11106,.7393506,.721532,.6531056,.6294715,.716006,.696409
20101473,3,2014,10924,.7393506,.721532,.6531056,.6294715,.716006,.696409
20101474,1,2010,1474,2.870305,2.850042,2.811638,2.771734,2.865539,2.838352
20101474,2,2012,11107,2.870305,2.850042,2.811638,2.771734,2.865539,2.838352
20101474,3,2014,10925,2.870305,2.850042,2.811638,2.771734,2.865539,2.838352
20101475,1,2010,1475,1.503577,1.499543,1.511935,1.546093,1.511496,1.516359
20101475,2,2012,11108,1.503577,1.499543,1.511935,1.546093,1.511496,1.516359
20101475,3,2014,10926,1.503577,1.499543,1.511935,1.546093,1.511496,1.516359
20101476,1,2010,1476,2.254248,2.137574,2.114311,2.03652,2.220345,2.113874
20101476,2,2012,11109,2.254248,2.137574,2.114311,2.03652,2.220345,2.113874
20101476,3,2014,10927,2.254248,2.137574,2.114311,2.03652,2.220345,2.113874
20101477,1,2010,1477,1.692938,1.507344,1.874607,1.733991,1.744772,1.567162
20101477,2,2012,11110,1.692938,1.507344,1.874607,1.733991,1.744772,1.567162
20101477,3,2014,10928,1.692938,1.507344,1.874607,1.733991,1.744772,1.567162
20101480,1,2010,1480,3.429445,3.314921,3.509407,3.477746,3.465689,3.372461
20101480,2,2012,11111,3.429445,3.314921,3.509407,3.477746,3.465689,3.372461
20101480,3,2014,10929,3.429445,3.314921,3.509407,3.477746,3.465689,3.372461
20101481,1,2010,1481,1.351741,1.299434,1.21742,1.174961,1.319253,1.269661
20101481,2,2012,11112,1.351741,1.299434,1.21742,1.174961,1.319253,1.269661
20101481,3,2014,10930,1.351741,1.299434,1.21742,1.174961,1.319253,1.269661
20101482,1,2010,1482,.6708179,.6399624,.858094,.8476107,.7177076,.6912517
20101482,2,2012,11113,.6708179,.6399624,.858094,.8476107,.7177076,.6912517
20101482,3,2014,10931,.6708179,.6399624,.858094,.8476107,.7177076,.6912517
20101483,1,2010,1483,1.79941,1.738552,1.497699,1.428852,1.716238,1.65152
20101483,2,2012,11114,1.79941,1.738552,1.497699,1.428852,1.716238,1.65152
20101483,3,2014,10932,1.79941,1.738552,1.497699,1.428852,1.716238,1.65152
20101484,1,2010,1484,.7675232,.7460893,.797482,.7825239,.7797783,.7596333
20101484,2,2012,11115,.7675232,.7460893,.797482,.7825239,.7797783,.7596333
20101484,3,2014,10933,.7675232,.7460893,.797482,.7825239,.7797783,.7596333
20101485,1,2010,1485,2.076034,2.002179,2.528994,2.532713,2.193338,2.135851
20101485,2,2012,11116,2.076034,2.002179,2.528994,2.532713,2.193338,2.135851
20101485,3,2014,10934,2.076034,2.002179,2.528994,2.532713,2.193338,2.135851
20101486,1,2010,1486,1.511731,1.420535,1.382686,1.323744,1.48519,1.401031
20101486,2,2012,11117,1.511731,1.420535,1.382686,1.323744,1.48519,1.401031
20101486,3,2014,10935,1.511731,1.420535,1.382686,1.323744,1.48519,1.401031
20101487,1,2010,1487,.6975489,.6723242,.6675949,.667569,.6927649,.6733458
20101487,2,2012,11118,.6975489,.6723242,.6675949,.667569,.6927649,.6733458
20101487,3,2014,10936,.6975489,.6723242,.6675949,.667569,.6927649,.6733458
20101489,1,2010,1489,2.465957,2.429839,2.147104,2.135028,2.404629,2.372096
20101489,2,2012,11119,2.465957,2.429839,2.147104,2.135028,2.404629,2.372096
20101489,3,2014,10937,2.465957,2.429839,2.147104,2.135028,2.404629,2.372096
20101490,1,2010,1490,.5270372,.4929065,.5260125,.4893396,.5288045,.4936093
20101490,2,2012,11120,.5270372,.4929065,.5260125,.4893396,.5288045,.4936093
20101490,3,2014,10938,.5270372,.4929065,.5260125,.4893396,.5288045,.4936093
20101492,1,2010,1492,.5634543,.5266581,.5600545,.5272405,.564697,.5285056
20101492,2,2012,11121,.5634543,.5266581,.5600545,.5272405,.564697,.5285056
20101492,3,2014,10939,.5634543,.5266581,.5600545,.5272405,.564697,.5285056
20101493,1,2010,1493,1.074901,1.022409,.9662125,.9378827,1.047026,1.001109
20101493,2,2012,11122,1.074901,1.022409,.9662125,.9378827,1.047026,1.001109
20101493,3,2014,10940,1.074901,1.022409,.9662125,.9378827,1.047026,1.001109
20101494,1,2010,1494,.5373368,.5032856,.5090913,.4977367,.5322387,.5035531
20101494,2,2012,11123,.5373368,.5032856,.5090913,.4977367,.5322387,.5035531
20101494,3,2014,10941,.5373368,.5032856,.5090913,.4977367,.5322387,.5035531
20101496,1,2010,1496,3.28731,3.062763,3.270432,3.062654,3.295395,3.072882
20101496,2,2012,11125,3.28731,3.062763,3.270432,3.062654,3.295395,3.072882
20101496,3,2014,10942,3.28731,3.062763,3.270432,3.062654,3.295395,3.072882
20101498,1,2010,1498,1.143574,1.120552,1.067002,1.03721,1.125983,1.100209
20101498,2,2012,11126,1.143574,1.120552,1.067002,1.03721,1.125983,1.100209
20101498,3,2014,10943,1.143574,1.120552,1.067002,1.03721,1.125983,1.100209
20101499,1,2010,1499,1.021191,.9699436,.9789106,.9238523,1.013496,.960578
20101499,2,2012,11127,1.021191,.9699436,.9789106,.9238523,1.013496,.960578
20101499,3,2014,10944,1.021191,.9699436,.9789106,.9238523,1.013496,.960578
20101501,1,2010,1501,.5629683,.5204792,.5505682,.5175397,.5620232,.521445
20101501,2,2012,11128,.5629683,.5204792,.5505682,.5175397,.5620232,.521445
20101501,3,2014,10945,.5629683,.5204792,.5505682,.5175397,.5620232,.521445
20101502,1,2010,1502,1.106245,1.076887,1.055516,1.019068,1.096417,1.064413
20101502,2,2012,11129,1.106245,1.076887,1.055516,1.019068,1.096417,1.064413
20101502,3,2014,10946,1.106245,1.076887,1.055516,1.019068,1.096417,1.064413
20101503,1,2010,1503,.5265778,.489986,.5631181,.5294245,.5379588,.5017204
20101503,2,2012,11130,.5265778,.489986,.5631181,.5294245,.5379588,.5017204
20101503,3,2014,10947,.5265778,.489986,.5631181,.5294245,.5379588,.5017204
20101507,1,2010,1507,1.287976,1.164907,1.299911,1.174889,1.295822,1.171198
20101507,2,2012,11132,1.287976,1.164907,1.299911,1.174889,1.295822,1.171198
20101507,3,2014,10948,1.287976,1.164907,1.299911,1.174889,1.295822,1.171198
20101508,1,2010,1508,.524332,.493486,.5250281,.5012417,.5264925,.4970787
20101508,2,2012,11133,.524332,.493486,.5250281,.5012417,.5264925,.4970787
20101508,3,2014,10949,.524332,.493486,.5250281,.5012417,.5264925,.4970787
20101509,1,2010,1509,1.31345,1.28158,1.406495,1.288268,1.342829,1.287658
20101509,2,2012,11134,1.31345,1.28158,1.406495,1.288268,1.342829,1.287658
20101509,3,2014,10950,1.31345,1.28158,1.406495,1.288268,1.342829,1.287658
20101511,1,2010,1511,.6184482,.5714421,.5547669,.527765,.6032293,.5615623
20101511,2,2012,11135,.6184482,.5714421,.5547669,.527765,.6032293,.5615623
20101511,3,2014,10951,.6184482,.5714421,.5547669,.527765,.6032293,.5615623
20101512,1,2010,1512,.9315502,.6934665,.9750058,.7296705,.9463428,.7051861
20101512,2,2012,11136,.9315502,.6934665,.9750058,.7296705,.9463428,.7051861
20101512,3,2014,10952,.9315502,.6934665,.9750058,.7296705,.9463428,.7051861
20101513,1,2010,1513,.6003709,.5355899,.5780485,.4944451,.5960197,.5254223
20101513,2,2012,11137,.6003709,.5355899,.5780485,.4944451,.5960197,.5254223
20101513,3,2014,10953,.6003709,.5355899,.5780485,.4944451,.5960197,.5254223
20101515,1,2010,1515,1.722453,1.649827,1.775203,1.715611,1.743067,1.672486
20101515,2,2012,11138,1.722453,1.649827,1.775203,1.715611,1.743067,1.672486
20101515,3,2014,10954,1.722453,1.649827,1.775203,1.715611,1.743067,1.672486
20101516,1,2010,1516,.5331894,.5227754,.5050371,.4950241,.5273885,.5168085
20101516,2,2012,11139,.5331894,.5227754,.5050371,.4950241,.5273885,.5168085
20101516,3,2014,10955,.5331894,.5227754,.5050371,.4950241,.5273885,.5168085
20101517,1,2010,1517,1.187181,1.086123,1.258576,1.18481,1.209602,1.1142
20101517,2,2012,11140,1.187181,1.086123,1.258576,1.18481,1.209602,1.1142
20101517,3,2014,10956,1.187181,1.086123,1.258576,1.18481,1.209602,1.1142
20101518,1,2010,1518,1.721566,1.631772,1.648494,1.568075,1.707582,1.619318
20101518,2,2012,11141,1.721566,1.631772,1.648494,1.568075,1.707582,1.619318
20101518,3,2014,10957,1.721566,1.631772,1.648494,1.568075,1.707582,1.619318
20101519,1,2010,1519,.5676813,.5354975,.5581073,.5306695,.5673282,.5360121
20101519,2,2012,11142,.5676813,.5354975,.5581073,.5306695,.5673282,.5360121
20101519,3,2014,10958,.5676813,.5354975,.5581073,.5306695,.5673282,.5360121
20101520,1,2010,1520,.5884531,.5217113,.4815392,.4589293,.5590747,.5066691
